filename,Correct,Human
image_0335.jpg,FIRST AND SECOND,HUMAN IDENTIFY
image_0336.jpg,FIRST AND SECOND,HUMAN AND FIRST AND SECOND
image_0337.jpg,FIRST IDENTIFY,HUMAN AND NOT CONFUSION
image_0338.jpg,CONFUSION IN FIRST,CONFUSION NOT IN FIRST
image_0339.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0340.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0341.jpg,FIRST NOT FOUND,FIRST IDENTIFY
image_0342.jpg,FIRST AND SECOND,HUMAN AND CONFUSION
image_0343.jpg,CONFUSION NOT IN FIRST,CONFUSION IN FIRST
image_0344.jpg,CONFUSION NOT IN FIRST,CONFUSION IN FIRST
image_0345.jpg,FIRST AND SECOND,HUMAN AND CONFUSION
image_0346.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0347.jpg,FIRST AND SECOND,HUMAN AND FIRST AND SECOND
image_0348.jpg,FIRST AND SECOND,HUMAN AND CONFUSION
image_0349.jpg,FIRST AND SECOND,HUMAN AND FIRST AND SECOND
image_0350.jpg,FIRST AND SECOND,HUMAN AND CONFUSION
image_0351.jpg,FIRST AND SECOND,HUMAN AND CONFUSION
image_0352.jpg,CONFUSION NOT IN FIRST,CONFUSION IN FIRST
image_0353.jpg,FIRST AND SECOND,HUMAN AND FIRST AND SECOND
image_0354.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0355.jpg,FIRST AND SECOND,HUMAN AND FIRST AND SECOND
image_0356.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0357.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0358.jpg,FIRST AND SECOND,HUMAN AND FIRST AND SECOND
image_0359.jpg,FIRST AND SECOND,HUMAN AND FIRST AND SECOND
image_0360.jpg,FIRST AND SECOND,HUMAN AND CONFUSION
image_0361.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0362.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0363.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0364.jpg,FIRST AND SECOND,HUMAN AND CONFUSION
image_0365.jpg,FIRST AND SECOND,HUMAN AND FIRST AND SECOND
image_0366.jpg,CONFUSION NOT IN FIRST,HUMAN AND FIRST AND SECOND
image_0367.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0368.jpg,FIRST AND SECOND,HUMAN AND FIRST AND SECOND
image_0369.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0370.jpg,FIRST AND SECOND,HUMAN AND FIRST AND SECOND
image_0371.jpg,FIRST AND SECOND,HUMAN AND FIRST AND SECOND
image_0372.jpg,FIRST AND SECOND,HUMAN AND FIRST AND SECOND
image_0373.jpg,FIRST AND SECOND,HUMAN AND FIRST AND SECOND
image_0374.jpg,FIRST AND SECOND,HUMAN AND CONFUSION
image_0375.jpg,FIRST AND SECOND,HUMAN AND FIRST AND SECOND
image_0376.jpg,CONFUSION NOT IN FIRST,HUMAN AND FIRST AND SECOND
image_0377.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0378.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0379.jpg,CONFUSION IN FIRST,HUMAN AND NOT CONFUSION
image_0380.jpg,FIRST NOT FOUND,FIRST IDENTIFY
image_0381.jpg,FIRST IDENTIFY,HUMAN AND CONFUSION
image_0382.jpg,FIRST AND SECOND,HUMAN AND CONFUSION
image_0383.jpg,FIRST AND SECOND,HUMAN AND FIRST AND SECOND
image_0384.jpg,FIRST AND SECOND,HUMAN AND FIRST AND SECOND
image_0385.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0386.jpg,CONFUSION IN FIRST,HUMAN AND NOT CONFUSION
image_0387.jpg,FIRST NOT FOUND,FIRST IDENTIFY
image_0388.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0389.jpg,FIRST AND SECOND,HUMAN AND CONFUSION
image_0390.jpg,FIRST AND SECOND,HUMAN AND FIRST AND SECOND
image_0391.jpg,FIRST AND SECOND,HUMAN AND FIRST AND SECOND
image_0392.jpg,FIRST IDENTIFY,FIRST NOT FOUND
image_0393.jpg,FIRST IDENTIFY,FIRST NOT FOUND
image_0394.jpg,FIRST AND SECOND,HUMAN AND CONFUSION
image_0395.jpg,FIRST AND SECOND,HUMAN AND CONFUSION
image_0396.jpg,FIRST IDENTIFY,HUMAN AND CONFUSION
image_0397.jpg,FIRST AND SECOND,HUMAN AND CONFUSION
image_0398.jpg,CONFUSION IN FIRST,HUMAN AND CONFUSION
image_0399.jpg,FIRST AND SECOND,HUMAN AND FIRST AND SECOND
image_0400.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0401.jpg,CONFUSION NOT IN FIRST,HUMAN AND FIRST AND SECOND
image_0402.jpg,FIRST AND SECOND,HUMAN AND FIRST AND SECOND
image_0403.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0404.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0405.jpg,FIRST IDENTIFY,FIRST NOT FOUND
image_0406.jpg,FIRST AND SECOND,HUMAN AND FIRST AND SECOND
image_0407.jpg,CONFUSION IN FIRST,CONFUSION NOT IN FIRST
image_0408.jpg,FIRST AND SECOND,HUMAN AND FIRST AND SECOND
image_0409.jpg,CONFUSION IN FIRST,HUMAN AND FIRST AND SECOND
image_0410.jpg,FIRST AND SECOND,HUMAN AND FIRST AND SECOND
image_0411.jpg,FIRST AND SECOND,HUMAN AND FIRST AND SECOND
image_0412.jpg,FIRST IDENTIFY,HUMAN AND CONFUSION
image_0413.jpg,FIRST IDENTIFY,FIRST NOT FOUND
image_0414.jpg,FIRST IDENTIFY,HUMAN AND CONFUSION
image_0415.jpg,FIRST IDENTIFY,HUMAN AND NOT CONFUSION
image_0416.jpg,FIRST AND SECOND,HUMAN AND CONFUSION
image_0417.jpg,FIRST AND SECOND,HUMAN AND FIRST AND SECOND
image_0418.jpg,FIRST IDENTIFY,HUMAN AND CONFUSION
image_0419.jpg,FIRST AND SECOND,HUMAN AND CONFUSION
image_0420.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0421.jpg,FIRST AND SECOND,HUMAN AND FIRST AND SECOND
image_0422.jpg,FIRST AND SECOND,HUMAN AND FIRST AND SECOND
image_0423.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0424.jpg,FIRST AND SECOND,HUMAN AND CONFUSION
image_0425.jpg,FIRST AND SECOND,HUMAN AND FIRST AND SECOND
image_0426.jpg,FIRST AND SECOND,HUMAN AND FIRST AND SECOND
image_0427.jpg,FIRST AND SECOND,HUMAN AND CONFUSION
image_0428.jpg,CONFUSION NOT IN FIRST,CONFUSION IN FIRST
image_0429.jpg,FIRST IDENTIFY,FIRST NOT FOUND
image_0430.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0431.jpg,FIRST AND SECOND,HUMAN AND CONFUSION
image_0432.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0433.jpg,FIRST IDENTIFY,FIRST NOT FOUND
image_0434.jpg,FIRST IDENTIFY,FIRST NOT FOUND
image_0435.jpg,FIRST IDENTIFY,FIRST NOT FOUND
image_0436.jpg,FIRST IDENTIFY,FIRST NOT FOUND
image_0437.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0438.jpg,FIRST IDENTIFY,HUMAN AND CONFUSION
image_0439.jpg,FIRST IDENTIFY,HUMAN AND CONFUSION
image_0440.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0441.jpg,CONFUSION IN FIRST,HUMAN AND NOT CONFUSION
image_0442.jpg,FIRST IDENTIFY,FIRST NOT FOUND
image_0443.jpg,FIRST IDENTIFY,FIRST NOT FOUND
image_0444.jpg,FIRST IDENTIFY,FIRST NOT FOUND
image_0445.jpg,CONFUSION IN FIRST,HUMAN AND NOT CONFUSION
image_0446.jpg,FIRST AND SECOND,HUMAN AND FIRST AND SECOND
image_0447.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0448.jpg,FIRST AND SECOND,HUMAN AND FIRST AND SECOND
image_0449.jpg,FIRST AND SECOND,HUMAN AND FIRST AND SECOND
image_0450.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0451.jpg,FIRST AND SECOND,HUMAN AND CONFUSION
image_0452.jpg,FIRST AND SECOND,HUMAN AND FIRST AND SECOND
image_0453.jpg,FIRST AND SECOND,HUMAN AND FIRST AND SECOND
image_0454.jpg,FIRST AND SECOND,HUMAN AND FIRST AND SECOND
image_0455.jpg,FIRST NOT FOUND,FIRST IDENTIFY
image_0456.jpg,CONFUSION IN FIRST,HUMAN AND NOT CONFUSION
image_0457.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0458.jpg,FIRST AND SECOND,HUMAN AND FIRST AND SECOND
image_0459.jpg,FIRST AND SECOND,HUMAN AND FIRST AND SECOND
image_0460.jpg,FIRST AND SECOND,HUMAN AND FIRST AND SECOND
image_0461.jpg,FIRST AND SECOND,HUMAN AND CONFUSION
image_0462.jpg,FIRST AND SECOND,HUMAN AND FIRST AND SECOND
image_0463.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0464.jpg,FIRST AND SECOND,HUMAN AND FIRST AND SECOND
image_0465.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0466.jpg,FIRST AND SECOND,HUMAN AND CONFUSION
image_0467.jpg,FIRST NOT FOUND,FIRST IDENTIFY
image_0468.jpg,FIRST NOT FOUND,FIRST IDENTIFY
image_0469.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0470.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0471.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0472.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0473.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0474.jpg,FIRST AND SECOND,HUMAN AND CONFUSION
image_0475.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0476.jpg,FIRST NOT FOUND,FIRST IDENTIFY
image_0477.jpg,FIRST AND SECOND,HUMAN AND FIRST AND SECOND
image_0478.jpg,FIRST IDENTIFY,HUMAN AND CONFUSION
image_0479.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0480.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0481.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0482.jpg,FIRST AND SECOND,HUMAN AND FIRST AND SECOND
image_0483.jpg,FIRST AND SECOND,HUMAN AND FIRST AND SECOND
image_0484.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0485.jpg,FIRST AND SECOND,HUMAN AND FIRST AND SECOND
image_0486.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0487.jpg,CONFUSION IN FIRST,HUMAN AND CONFUSION
image_0488.jpg,FIRST AND SECOND,HUMAN AND CONFUSION
image_0489.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0490.jpg,FIRST AND SECOND,HUMAN AND FIRST AND SECOND
image_0491.jpg,FIRST NOT FOUND,FIRST IDENTIFY
image_0492.jpg,FIRST NOT FOUND,FIRST IDENTIFY
image_0493.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0494.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0495.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0496.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0497.jpg,CONFUSION IN FIRST,HUMAN AND CONFUSION
image_0498.jpg,CONFUSION IN FIRST,HUMAN AND CONFUSION
image_0499.jpg,FIRST AND SECOND,HUMAN AND FIRST AND SECOND
image_0500.jpg,CONFUSION IN FIRST,HUMAN AND NOT CONFUSION
image_0501.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0502.jpg,FIRST IDENTIFY,HUMAN AND CONFUSION
image_0503.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0504.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0505.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0506.jpg,CONFUSION IN FIRST,HUMAN AND CONFUSION
image_0507.jpg,FIRST AND SECOND,HUMAN AND FIRST AND SECOND
image_0508.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0509.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0510.jpg,FIRST AND SECOND,HUMAN AND CONFUSION
image_0511.jpg,CONFUSION IN FIRST,HUMAN AND CONFUSION
image_0512.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0513.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0514.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0515.jpg,CONFUSION IN FIRST,HUMAN AND NOT CONFUSION
image_0516.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0517.jpg,FIRST AND SECOND,HUMAN AND NOT CONFUSION
image_0518.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0519.jpg,FIRST AND SECOND,HUMAN AND CONFUSION
image_0520.jpg,FIRST AND SECOND,HUMAN AND CONFUSION
image_0521.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0522.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0523.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0524.jpg,FIRST AND SECOND,HUMAN AND FIRST AND SECOND
image_0525.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0526.jpg,FIRST AND SECOND,HUMAN AND FIRST AND SECOND
image_0527.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0528.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0529.jpg,CONFUSION IN FIRST,CONFUSION NOT IN FIRST
image_0530.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0531.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0532.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0533.jpg,FIRST AND SECOND,HUMAN AND FIRST AND SECOND
image_0534.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0535.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0536.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0537.jpg,FIRST AND SECOND,HUMAN AND FIRST AND SECOND
image_0538.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0539.jpg,CONFUSION NOT IN FIRST,HUMAN AND FIRST AND SECOND
image_0540.jpg,CONFUSION IN FIRST,HUMAN AND NOT CONFUSION
image_0541.jpg,CONFUSION IN FIRST,HUMAN AND NOT CONFUSION
image_0542.jpg,FIRST IDENTIFY,FIRST NOT FOUND
image_0543.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0544.jpg,CONFUSION IN FIRST,CONFUSION NOT IN FIRST
image_0545.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0546.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0547.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0548.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0549.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0550.jpg,FIRST AND SECOND,HUMAN AND FIRST AND SECOND
image_0551.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0552.jpg,CONFUSION NOT IN FIRST,HUMAN AND FIRST AND SECOND
image_0553.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0554.jpg,CONFUSION IN FIRST,HUMAN AND CONFUSION
image_0555.jpg,FIRST AND SECOND,HUMAN AND FIRST AND SECOND
image_0556.jpg,CONFUSION IN FIRST,CONFUSION NOT IN FIRST
image_0557.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0558.jpg,FIRST AND SECOND,HUMAN AND FIRST AND SECOND
image_0559.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0560.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0561.jpg,FIRST AND SECOND,HUMAN AND FIRST AND SECOND
image_0562.jpg,FIRST AND SECOND,HUMAN AND FIRST AND SECOND
image_0563.jpg,FIRST AND SECOND,HUMAN AND CONFUSION
image_0564.jpg,CONFUSION NOT IN FIRST,HUMAN AND FIRST AND SECOND
image_0565.jpg,FIRST AND SECOND,HUMAN AND FIRST AND SECOND
image_0566.jpg,FIRST AND SECOND,HUMAN AND FIRST AND SECOND
image_0567.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0568.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0569.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0570.jpg,FIRST AND SECOND,HUMAN AND FIRST AND SECOND
image_0571.jpg,FIRST AND SECOND,HUMAN AND FIRST AND SECOND
image_0572.jpg,FIRST IDENTIFY,FIRST NOT FOUND
image_0573.jpg,FIRST IDENTIFY,FIRST NOT FOUND
image_0574.jpg,FIRST AND SECOND,HUMAN AND FIRST AND SECOND
image_0575.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0576.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0577.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0578.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0579.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0580.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0581.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0582.jpg,FIRST AND SECOND,HUMAN AND FIRST AND SECOND
image_0583.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0584.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0585.jpg,FIRST AND SECOND,HUMAN AND FIRST AND SECOND
image_0586.jpg,FIRST IDENTIFY,FIRST NOT FOUND
image_0587.jpg,FIRST AND SECOND,HUMAN AND FIRST AND SECOND
image_0588.jpg,FIRST AND SECOND,HUMAN AND FIRST AND SECOND
image_0589.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0590.jpg,FIRST AND SECOND,HUMAN AND FIRST AND SECOND
image_0591.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0592.jpg,FIRST AND SECOND,HUMAN AND FIRST AND SECOND
image_0593.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0594.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0595.jpg,CONFUSION IN FIRST,HUMAN AND NOT CONFUSION
image_0596.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0597.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0598.jpg,FIRST AND SECOND,HUMAN AND FIRST AND SECOND
image_0599.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0600.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0601.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0602.jpg,CONFUSION IN FIRST,HUMAN AND NOT CONFUSION
image_0603.jpg,CONFUSION IN FIRST,HUMAN AND NOT CONFUSION
image_0604.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0605.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0606.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0607.jpg,FIRST IDENTIFY,FIRST NOT FOUND
image_0608.jpg,FIRST IDENTIFY,FIRST NOT FOUND
image_0609.jpg,FIRST IDENTIFY,FIRST NOT FOUND
image_0610.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0611.jpg,FIRST IDENTIFY,FIRST NOT FOUND
image_0612.jpg,FIRST IDENTIFY,FIRST NOT FOUND
image_0613.jpg,FIRST IDENTIFY,FIRST NOT FOUND
image_0614.jpg,FIRST IDENTIFY,FIRST NOT FOUND
image_0615.jpg,FIRST AND SECOND,HUMAN AND FIRST AND SECOND
image_0616.jpg,FIRST IDENTIFY,FIRST NOT FOUND
image_0617.jpg,FIRST IDENTIFY,FIRST NOT FOUND
image_0618.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0619.jpg,FIRST AND SECOND,HUMAN AND FIRST AND SECOND
image_0620.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0621.jpg,CONFUSION IN FIRST,HUMAN AND NOT CONFUSION
image_0622.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0623.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0624.jpg,FIRST IDENTIFY,FIRST NOT FOUND
image_0625.jpg,FIRST AND SECOND,HUMAN AND FIRST AND SECOND
image_0626.jpg,CONFUSION IN FIRST,HUMAN AND NOT CONFUSION
image_0627.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0628.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0629.jpg,FIRST AND SECOND,HUMAN AND FIRST AND SECOND
image_0630.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0631.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0632.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0633.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0634.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0635.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0636.jpg,FIRST AND SECOND,HUMAN AND FIRST AND SECOND
image_0637.jpg,CONFUSION IN FIRST,HUMAN AND NOT CONFUSION
image_0638.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0639.jpg,CONFUSION IN FIRST,HUMAN AND NOT CONFUSION
image_0640.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0641.jpg,FIRST IDENTIFY,FIRST NOT FOUND
image_0642.jpg,FIRST IDENTIFY,FIRST NOT FOUND
image_0643.jpg,FIRST IDENTIFY,FIRST NOT FOUND
image_0644.jpg,CONFUSION IN FIRST,HUMAN AND NOT CONFUSION
image_0645.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0646.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0647.jpg,FIRST IDENTIFY,FIRST NOT FOUND
image_0648.jpg,FIRST IDENTIFY,FIRST NOT FOUND
image_0649.jpg,FIRST IDENTIFY,FIRST NOT FOUND
image_0650.jpg,FIRST IDENTIFY,FIRST NOT FOUND
image_0651.jpg,FIRST IDENTIFY,FIRST NOT FOUND
image_0652.jpg,FIRST IDENTIFY,FIRST NOT FOUND
image_0653.jpg,FIRST IDENTIFY,FIRST NOT FOUND
image_0654.jpg,FIRST IDENTIFY,FIRST NOT FOUND
image_0655.jpg,FIRST IDENTIFY,FIRST NOT FOUND
image_0656.jpg,FIRST IDENTIFY,FIRST NOT FOUND
image_0657.jpg,FIRST IDENTIFY,FIRST NOT FOUND
image_0658.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
