filename,Correct,Human
image_0659.jpg,FIRST AND SECOND,HUMAN AND FIRST AND SECOND
image_0660.jpg,FIRST IDENTIFY,FIRST NOT FOUND
image_0661.jpg,FIRST IDENTIFY,FIRST NOT FOUND
image_0662.jpg,FIRST IDENTIFY,FIRST NOT FOUND
image_0663.jpg,FIRST IDENTIFY,FIRST NOT FOUND
image_0664.jpg,FIRST AND SECOND,HUMAN AND FIRST AND SECOND
image_0665.jpg,FIRST AND SECOND,HUMAN AND FIRST AND SECOND
image_0666.jpg,FIRST IDENTIFY,FIRST NOT FOUND
image_0667.jpg,FIRST NOT FOUND,FIRST IDENTIFY
image_0668.jpg,FIRST IDENTIFY,FIRST NOT FOUND
image_0669.jpg,FIRST AND SECOND,HUMAN AND FIRST AND SECOND
image_0670.jpg,FIRST AND SECOND,HUMAN AND FIRST AND SECOND
image_0671.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0672.jpg,FIRST AND SECOND,HUMAN AND FIRST AND SECOND
image_0673.jpg,FIRST AND SECOND,HUMAN AND FIRST AND SECOND
image_0674.jpg,FIRST AND SECOND,HUMAN AND FIRST AND SECOND
image_0675.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0676.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0677.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0678.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0679.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0680.jpg,FIRST AND SECOND,HUMAN AND FIRST AND SECOND
image_0681.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0682.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0683.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0684.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0685.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0686.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0687.jpg,FIRST AND SECOND,HUMAN AND FIRST AND SECOND
image_0688.jpg,FIRST AND SECOND,HUMAN AND FIRST AND SECOND
image_0689.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0690.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0691.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0692.jpg,FIRST AND SECOND,HUMAN AND FIRST AND SECOND
image_0693.jpg,FIRST AND SECOND,HUMAN AND FIRST AND SECOND
image_0694.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0695.jpg,FIRST AND SECOND,HUMAN AND FIRST AND SECOND
image_0696.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0697.jpg,FIRST AND SECOND,HUMAN AND FIRST AND SECOND
image_0698.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0699.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0700.jpg,FIRST AND SECOND,HUMAN AND FIRST AND SECOND
image_0701.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0702.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0703.jpg,FIRST NOT FOUND,FIRST IDENTIFY
image_0704.jpg,FIRST AND SECOND,HUMAN AND FIRST AND SECOND
image_0705.jpg,FIRST IDENTIFY,FIRST NOT FOUND
image_0706.jpg,FIRST NOT FOUND,FIRST IDENTIFY
image_0707.jpg,FIRST NOT FOUND,FIRST IDENTIFY
image_0708.jpg,FIRST AND SECOND,HUMAN AND FIRST AND SECOND
image_0709.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0710.jpg,FIRST IDENTIFY,FIRST NOT FOUND
image_0711.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0712.jpg,FIRST IDENTIFY,FIRST NOT FOUND
image_0713.jpg,CONFUSION IN FIRST,HUMAN AND NOT CONFUSION
image_0714.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0715.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0716.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0717.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0718.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0719.jpg,FIRST IDENTIFY,FIRST NOT FOUND
image_0720.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0721.jpg,FIRST AND SECOND,HUMAN AND FIRST AND SECOND
image_0722.jpg,FIRST AND SECOND,HUMAN AND FIRST AND SECOND
image_0723.jpg,FIRST AND SECOND,HUMAN AND FIRST AND SECOND
image_0724.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0725.jpg,FIRST AND SECOND,HUMAN AND FIRST AND SECOND
image_0726.jpg,CONFUSION NOT IN FIRST,CONFUSION IN FIRST
image_0727.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0728.jpg,FIRST NOT FOUND,FIRST IDENTIFY
image_0729.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0730.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0731.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0732.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0733.jpg,FIRST AND SECOND,HUMAN AND FIRST AND SECOND
image_0734.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0735.jpg,FIRST NOT FOUND,FIRST IDENTIFY
image_0736.jpg,FIRST AND SECOND,HUMAN AND FIRST AND SECOND
image_0737.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0738.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0739.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0740.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0741.jpg,FIRST AND SECOND,HUMAN AND FIRST AND SECOND
image_0742.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0743.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0744.jpg,FIRST AND SECOND,HUMAN AND FIRST AND SECOND
image_0745.jpg,FIRST AND SECOND,HUMAN AND FIRST AND SECOND
image_0746.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0747.jpg,FIRST AND SECOND,HUMAN AND FIRST AND SECOND
image_0748.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0749.jpg,FIRST IDENTIFY,FIRST NOT FOUND
image_0750.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0751.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0752.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0753.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0754.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0755.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0756.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0757.jpg,FIRST AND SECOND,HUMAN AND FIRST AND SECOND
image_0758.jpg,FIRST AND SECOND,HUMAN AND FIRST AND SECOND
image_0759.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0760.jpg,FIRST AND SECOND,HUMAN AND FIRST AND SECOND
image_0761.jpg,CONFUSION IN FIRST,HUMAN AND NOT CONFUSION
image_0762.jpg,FIRST IDENTIFY,FIRST NOT FOUND
image_0763.jpg,FIRST AND SECOND,HUMAN AND FIRST AND SECOND
image_0764.jpg,FIRST AND SECOND,HUMAN AND FIRST AND SECOND
image_0765.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0766.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0767.jpg,FIRST AND SECOND,HUMAN AND FIRST AND SECOND
image_0768.jpg,FIRST AND SECOND,HUMAN AND FIRST AND SECOND
image_0769.jpg,FIRST AND SECOND,HUMAN AND FIRST AND SECOND
image_0770.jpg,FIRST IDENTIFY,FIRST NOT FOUND
image_0771.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0772.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0773.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0774.jpg,FIRST IDENTIFY,FIRST NOT FOUND
image_0775.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0776.jpg,FIRST AND SECOND,HUMAN AND FIRST AND SECOND
image_0777.jpg,FIRST AND SECOND,HUMAN AND FIRST AND SECOND
image_0778.jpg,FIRST AND SECOND,HUMAN AND FIRST AND SECOND
image_0779.jpg,FIRST AND SECOND,HUMAN AND FIRST AND SECOND
image_0780.jpg,FIRST AND SECOND,HUMAN AND FIRST AND SECOND
image_0781.jpg,FIRST AND SECOND,HUMAN AND FIRST AND SECOND
image_0782.jpg,FIRST AND SECOND,HUMAN AND FIRST AND SECOND
image_0783.jpg,FIRST AND SECOND,HUMAN AND FIRST AND SECOND
image_0784.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0785.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0786.jpg,FIRST NOT FOUND,FIRST IDENTIFY
image_0787.jpg,FIRST AND SECOND,HUMAN AND FIRST AND SECOND
image_0788.jpg,FIRST AND SECOND,HUMAN AND FIRST AND SECOND
image_0789.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0790.jpg,FIRST IDENTIFY,FIRST NOT FOUND
image_0791.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0792.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0793.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0794.jpg,FIRST AND SECOND,HUMAN AND FIRST AND SECOND
image_0795.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0796.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0797.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0798.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0799.jpg,FIRST AND SECOND,HUMAN AND FIRST AND SECOND
image_0800.jpg,FIRST AND SECOND,HUMAN AND FIRST AND SECOND
image_0801.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0802.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0803.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0804.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0805.jpg,FIRST AND SECOND,HUMAN AND FIRST AND SECOND
image_0806.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0807.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0808.jpg,FIRST AND SECOND,HUMAN AND FIRST AND SECOND
image_0809.jpg,FIRST AND SECOND,HUMAN AND FIRST AND SECOND
image_0810.jpg,FIRST AND SECOND,HUMAN AND FIRST AND SECOND
image_0811.jpg,CONFUSION IN FIRST,HUMAN AND NOT CONFUSION
image_0812.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0813.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0814.jpg,FIRST AND SECOND,HUMAN AND FIRST AND SECOND
image_0815.jpg,FIRST AND SECOND,HUMAN AND FIRST AND SECOND
image_0816.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0817.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0818.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0819.jpg,FIRST IDENTIFY,FIRST NOT FOUND
image_0820.jpg,FIRST IDENTIFY,FIRST NOT FOUND
image_0821.jpg,FIRST IDENTIFY,FIRST NOT FOUND
image_0822.jpg,FIRST IDENTIFY,FIRST NOT FOUND
image_0823.jpg,FIRST IDENTIFY,FIRST NOT FOUND
image_0824.jpg,FIRST AND SECOND,HUMAN AND FIRST AND SECOND
image_0825.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0826.jpg,FIRST AND SECOND,HUMAN AND FIRST AND SECOND
image_0827.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0828.jpg,FIRST IDENTIFY,FIRST NOT FOUND
image_0829.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0830.jpg,FIRST AND SECOND,HUMAN AND FIRST AND SECOND
image_0831.jpg,FIRST AND SECOND,HUMAN AND FIRST AND SECOND
image_0832.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0833.jpg,FIRST AND SECOND,HUMAN AND FIRST AND SECOND
image_0834.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0835.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0836.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0837.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0838.jpg,FIRST AND SECOND,HUMAN AND FIRST AND SECOND
image_0839.jpg,FIRST IDENTIFY,FIRST NOT FOUND
image_0840.jpg,FIRST IDENTIFY,FIRST NOT FOUND
image_0841.jpg,FIRST AND SECOND,HUMAN AND FIRST AND SECOND
image_0842.jpg,FIRST IDENTIFY,FIRST NOT FOUND
image_0843.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0844.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0845.jpg,FIRST IDENTIFY,FIRST NOT FOUND
image_0846.jpg,FIRST IDENTIFY,FIRST NOT FOUND
image_0847.jpg,FIRST IDENTIFY,FIRST NOT FOUND
image_0848.jpg,FIRST IDENTIFY,FIRST NOT FOUND
image_0849.jpg,FIRST IDENTIFY,FIRST NOT FOUND
image_0850.jpg,FIRST IDENTIFY,FIRST NOT FOUND
image_0851.jpg,FIRST IDENTIFY,FIRST NOT FOUND
image_0852.jpg,FIRST IDENTIFY,FIRST NOT FOUND
image_0853.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0854.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0855.jpg,FIRST AND SECOND,HUMAN AND FIRST AND SECOND
image_0856.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0857.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0858.jpg,FIRST AND SECOND,HUMAN AND FIRST AND SECOND
image_0859.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0860.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0861.jpg,FIRST AND SECOND,HUMAN AND FIRST AND SECOND
image_0862.jpg,FIRST AND SECOND,HUMAN AND FIRST AND SECOND
image_0863.jpg,FIRST AND SECOND,HUMAN AND FIRST AND SECOND
image_0864.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0865.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0866.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0867.jpg,CONFUSION NOT IN FIRST,CONFUSION IN FIRST
image_0868.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0869.jpg,FIRST AND SECOND,HUMAN AND FIRST AND SECOND
image_0870.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0871.jpg,FIRST AND SECOND,HUMAN AND FIRST AND SECOND
image_0872.jpg,FIRST AND SECOND,HUMAN AND FIRST AND SECOND
image_0873.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0874.jpg,FIRST AND SECOND,HUMAN AND FIRST AND SECOND
image_0875.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0876.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0877.jpg,FIRST AND SECOND,HUMAN AND FIRST AND SECOND
image_0878.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0879.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0880.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0881.jpg,FIRST AND SECOND,HUMAN AND FIRST AND SECOND
image_0882.jpg,CONFUSION IN FIRST,HUMAN AND NOT CONFUSION
image_0883.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0884.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0885.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0886.jpg,FIRST AND SECOND,HUMAN AND FIRST AND SECOND
image_0887.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0888.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0889.jpg,FIRST AND SECOND,HUMAN AND FIRST AND SECOND
image_0890.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0891.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0892.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0893.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0894.jpg,FIRST AND SECOND,HUMAN AND FIRST AND SECOND
image_0895.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0896.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0897.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0898.jpg,FIRST IDENTIFY,FIRST NOT FOUND
image_0899.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0900.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0901.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0902.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0903.jpg,FIRST AND SECOND,HUMAN AND FIRST AND SECOND
image_0904.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0905.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0906.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0907.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0908.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0909.jpg,FIRST IDENTIFY,FIRST NOT FOUND
image_0910.jpg,CONFUSION IN FIRST,HUMAN AND NOT CONFUSION
image_0911.jpg,CONFUSION IN FIRST,HUMAN AND NOT CONFUSION
image_0912.jpg,CONFUSION IN FIRST,HUMAN AND NOT CONFUSION
image_0913.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0914.jpg,FIRST IDENTIFY,FIRST NOT FOUND
image_0915.jpg,FIRST IDENTIFY,FIRST NOT FOUND
image_0916.jpg,FIRST IDENTIFY,FIRST NOT FOUND
image_0917.jpg,FIRST IDENTIFY,FIRST NOT FOUND
image_0918.jpg,FIRST IDENTIFY,FIRST NOT FOUND
image_0919.jpg,CONFUSION IN FIRST,HUMAN AND NOT CONFUSION
image_0920.jpg,CONFUSION IN FIRST,HUMAN AND NOT CONFUSION
image_0921.jpg,FIRST IDENTIFY,FIRST NOT FOUND
image_0922.jpg,FIRST AND SECOND,HUMAN AND FIRST AND SECOND
image_0923.jpg,FIRST IDENTIFY,FIRST NOT FOUND
image_0924.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0925.jpg,FIRST AND SECOND,HUMAN AND FIRST AND SECOND
image_0926.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0927.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0928.jpg,FIRST IDENTIFY,FIRST NOT FOUND
image_0929.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0930.jpg,FIRST IDENTIFY,FIRST NOT FOUND
image_0931.jpg,CONFUSION IN FIRST,HUMAN AND NOT CONFUSION
image_0932.jpg,CONFUSION IN FIRST,HUMAN AND NOT CONFUSION
image_0933.jpg,FIRST IDENTIFY,FIRST NOT FOUND
image_0934.jpg,FIRST IDENTIFY,FIRST NOT FOUND
image_0935.jpg,FIRST IDENTIFY,FIRST NOT FOUND
image_0936.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0937.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0938.jpg,FIRST IDENTIFY,FIRST NOT FOUND
image_0939.jpg,FIRST IDENTIFY,FIRST NOT FOUND
image_0940.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0941.jpg,FIRST AND SECOND,HUMAN AND FIRST AND SECOND
image_0942.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0943.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0944.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0945.jpg,FIRST IDENTIFY,FIRST NOT FOUND
image_0946.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0947.jpg,FIRST IDENTIFY,FIRST NOT FOUND
image_0948.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0949.jpg,CONFUSION NOT IN FIRST,CONFUSION IN FIRST
image_0950.jpg,FIRST NOT FOUND,FIRST IDENTIFY
image_0951.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0952.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0953.jpg,FIRST IDENTIFY,FIRST NOT FOUND
image_0954.jpg,FIRST IDENTIFY,FIRST NOT FOUND
image_0955.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0956.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0957.jpg,FIRST AND SECOND,HUMAN AND FIRST AND SECOND
image_0958.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0959.jpg,FIRST AND SECOND,HUMAN AND FIRST AND SECOND
image_0960.jpg,FIRST AND SECOND,HUMAN AND FIRST AND SECOND
image_0961.jpg,FIRST IDENTIFY,FIRST NOT FOUND
image_0962.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0963.jpg,FIRST AND SECOND,HUMAN AND FIRST AND SECOND
image_0964.jpg,FIRST AND SECOND,HUMAN AND FIRST AND SECOND
image_0965.jpg,FIRST IDENTIFY,FIRST NOT FOUND
image_0966.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0967.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0968.jpg,FIRST IDENTIFY,FIRST NOT FOUND
image_0969.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0970.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0971.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0972.jpg,FIRST IDENTIFY,FIRST NOT FOUND
image_0973.jpg,CONFUSION IN FIRST,HUMAN AND NOT CONFUSION
image_0974.jpg,CONFUSION IN FIRST,HUMAN AND NOT CONFUSION
image_0975.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0976.jpg,FIRST AND SECOND,HUMAN AND FIRST AND SECOND
image_0977.jpg,FIRST AND SECOND,HUMAN AND FIRST AND SECOND
image_0978.jpg,FIRST AND SECOND,HUMAN AND FIRST AND SECOND
image_0979.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0980.jpg,CONFUSION NOT IN FIRST,HUMAN AND CONFUSION
image_0981.jpg,FIRST IDENTIFY,FIRST NOT FOUND
image_0982.jpg,FIRST AND SECOND,HUMAN AND FIRST AND SECOND
image_0983.jpg,FIRST NOT FOUND,FIRST IDENTIFY
